2000,0.037,11.832,0.074,80.108,73.289,89.692,99.856,193.458,132.482,291.835,13.405,14.699
2001,0.456,0.117,3.645,102.717,71.598,35.69,97.213,64.211,150.754,165.144,32.037,8.252
2002,0.611,0.122,0.705,10.388,218.097,160.305,33.805,40.268,60.213,183.967,35.172,4.541
