2000,5.94,6.46,7.52,7.61,7.24,5.58,5.35,5.44,5.79,5.4,5.45,5.32
2001,5.65,6.81,7.47,7.51,7.26,5.61,5.34,5.38,5.72,5.39,5.33,5.15
2002,5.78,6.64,7.42,7.71,7.05,5.73,5.5,5.5,5.99,5.47,5.41,5.35
